product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
Gressins au sésame bio,2043.0,1.8,23.0,15.0,1.3,5.4,52.0,d
Paradis Bleu,169.7,8.8,0.0,0.3,0.0133333333333333,0.6,9.4,c
kéfir,278.0,4.78260869565217,3.47826086956522,4.0,0.326086956521739,,4.78260869565217,c
FULL FAT SOFT CHEESE,1051.9,3.1,24.5,4.7,0.4925,1.6,3.1,d
Bifidus nature,247.26,4.2,3.2,3.3,0.12,0.0,4.28,b
Whole Grain Rye Beard,784.8,3.7,1.2,4.2,0.9825,10.1,34.6,b
Bio Crisp Bread Quinoa & Seeds,1695.1,2.1,14.8,14.4,1.4,,53.1,d
Oz Miel,1630.0,20.0,1.8,6.6,0.3,4.9,82.0,c
Fines galettes épinards & pignons,981.0,2.6,8.9,6.7,1.0,5.6,29.0,b
La Raclette Classique,1362.0,0.1,26.0,23.0,1.7,,0.5,d
Baguette Campagnarde,1091.4,2.5,1.2,8.8,1.18,3.8,51.0,c
Thon entier au naturel,481.0,0.5,1.0,26.0,1.0,,0.5,a
Tofu lactofermenté Pesto,920.0,0.0,14.0,22.0,0.5,1.2,1.2,a
Capri-Sun Mango & Maracuyá,185.1,9.2,0.5,0.5,0.01,,9.3,e
After Eight Dark Chocolate Thins,1792.0,67.8,12.9,2.1,0.03,2.8,73.5,e
St. Dalfour Vruchtenspread Aardbei,896.0,47.0,0.4,0.0,0.03999999910593,1.2,50.0,c
Pulpe de tomates en morceaux,104.0,2.8,0.2,1.2,0.025,,3.9,a
Knr dcr automne 1l,159.0,2.4,1.4,0.6,0.65,0.8,5.4,c
Unsalted Butter,3061.8,0.6,82.2,0.6,0.02,0.0,0.6,e
Le bon brie,1416.0,0.5,30.0,17.0,12.785,,1.0,e
Greek style natural yogurt,431.0,4.2,7.6,4.0,0.25,4.2,4.2,c
Heaven,1106.8,27.0,13.0,4.2,0.21,1.3,32.0,e
Vegetable soup,161.25,1.57142857142857,0.785714285714286,1.5,0.386607142857143,1.57142857142857,5.53571428571429,a
Hambourg,1171.0,3.0,20.0,15.0,3.75,,5.0,e
Original,1551.85185185185,1.11111111111111,7.77777777777778,11.1111111111111,0.0,8.88888888888889,59.2592592592593,a
Крема сирене класик,898.1,3.4,20.0,5.8,0.66,,3.5,d
Petit suisse,20.0,7.0,7.2,7.0,11.7,0.0,11.0,e
Pan Carrè,1202.4,6.5,4.5,8.1,1.18,3.9,51.0,c
Purée d'amandes complètes bio,2696.0,3.5,58.0,23.0,0.02,11.0,4.3,a
Suckies Strawberry,322.16,7.9,2.78,3.9,0.08,,9.0,d
Délice Tofu Tomates Mozzarella Basilic,861.4,1.9,12.0,14.0,1.0,5.0,8.2,b
6 Wholemeal Pitta Breads,974.4,2.5,1.3,10.0,0.47,7.2,41.1,a
Oat Milk (Barista Style),206.0,2.6,2.4,0.6,0.1475,0.2,6.2,c
Wraps Blé Complet,1233.3,2.3,6.0,9.1,1.05,5.5,47.8,c
P'tite céréale Cacao,1678.9,19.7,4.9,11.0,0.1,7.0,73.8,not-applicable
"Fitline Natur 0,2% Fett",262.0,3.5,0.2,10.4,0.65,,3.5,a
tartines craquantes riz et quinoa,1668.1,1.5,5.6,9.6,1.05,3.9,74.5,c
Hazelnut Spread with Cocoa,2223.97,56.8,29.7,5.41,0.1,2.7,59.5,e
perle de lait citron,514.3,10.8,7.1,2.6,0.1,,12.2,c
Puglian Extra Virgin Oil,3389.2,0.0,91.6,0.0,0.01,0.0,0.0,b
Hachis végé parmentier,422.9,2.3,4.1,5.2,0.65,1.6,10.0,c
Organic Houmous ~ With added extra virgin olive oil,1231.0,0.7,25.1,6.4,0.73,4.0,9.5,c
Glass Noodles,1480.9,0.3,0.4,0.1,0.07,2.0,85.2,c
Spaghetti,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Bûche de chèvre Bio,1107.0,0.0,21.0,18.0,1.5,,1.4,d
Comté,1700.0,1.0,34.0,26.0,0.8,1.5,1.0,d
Gourmand & Végétal Brassé framboise,383.0,9.6,3.0,0.4,0.0002,,15.6,c
"Houmous lentille corail, carotte & cumin",1161.0,2.0,19.0,8.8,1.2,0.0,13.0,c
Oatibix,1641.0,4.8,8.0,12.0,0.23,8.8,63.0,a
Crunchy Organic Peanut Butter,2465.8999837888,5.3,46.0,27.2999992371,1.0,7.3,14.1999998093,c
Mince,429.577464788732,0.28169014084507,1.69014084507042,15.4929577464789,0.112676056338028,6.90140845070423,2.53521126760563,a
Extra original,2007.0,19.0,22.0,8.0,0.85,6.7,59.0,d
Rice Snaps,1638.0,5.0,1.33333333333333,8.0,0.658333333333333,1.66666666666667,84.6666666666667,c
Petit écolier,2083.8,39.0,23.0,6.2,0.64,2.8,65.0,e
pizza sauce,189.0,5.5,0.0,1.9,0.8,2.0,7.8,a
Spaghetti grossi - No. 5,1510.4,3.1,1.6,14.5,0.01,2.9,69.5,a
Queso especial pasta,1221.0,2.4,16.0,20.0,2.4575,,17.0,d
Vegetable,422.4,4.1,5.3,6.2,14.36,1.3,6.5,unknown
Arroz basmati aromático,1508.0,0.5,0.6,9.0,1e-05,0.0,78.0,b
Mops chocolat,1541.0,20.0,2.0,6.5,0.02,3.9,78.0,c
Semi Oat Drink,199.6,3.4,1.5,1.0,0.1,0.8,7.1,c
Spreadable Tub,2452.2,0.3,66.0,0.3,1.3,,0.3,e
Traditional Dairy Ice Cream,775.5,18.2,10.3,4.0,0.1675,,19.2,d
Iaur grecesc,507.0,3.2,10.0,4.6,0.1,0.0,3.2,c
beurre de noix mélangées avec graines,2746.875,3.125,50.0,21.875,0.0,12.5,25.0,a
MINOR FIGURES BARISTA OAT (ORGANIC),185.0,2.5,1.8,0.2,0.1,,6.8,c
"Les Veggies : 2 galettes soja, tomate, basilic",781.0,3.3,11.3,13.9,0.96,7.1,4.1,a
Pizza Margherita Steinofen,860.5,3.7,4.5,8.6,0.9,2.6,31.0,c
Pastabox saumon,579.0,0.7,5.2,6.2,0.71,1.2,16.0,c
Oat Barista Blend,229.0,2.8,2.9,0.8,0.12,0.8,5.8,c
kissan mixed fruit jam,1192.0,68.1,0.1,0.3,0.1275,0.8,70.5,unknown
Tajine de légumes,366.3,3.6,5.7,2.0,0.4,3.7,5.4,a
Kefir Natural,235.2,5.7,1.9,4.0,0.1575,,5.7,b
Préparation De Cerises Noire & Griottes,678.5,33.6,0.5,0.8,0.01,9.4,33.6,c
Hazelnut Spread + Breadsticks,2198.07692307692,44.2307692307692,25.0,7.69230769230769,0.625,3.84615384615385,65.3846153846154,e
Baked beens,396.2,4.9,0.71,4.81,0.51,7.12,13.6,a
Taureau aile doypack basmati curry vert 220g,623.0,2.5,2.4,2.8,0.61,1.3,28.0,c
Grandes tranches céréales & graines,1266.3,5.6,7.9,8.8,1.2,5.3,46.0,c
Ristorante pizza Royale,943.4,2.4,9.4,11.0,1.1,2.2,23.0,c
Huile d'olive vierge extra fruitée,3378.0,0.0,91.0,0.0,0.0,,0.0,b
Agua De Coco,85.0,4.0,0.0,0.0,0.05,,5.0,b
Organic no added sugar oat drink,154.0,3.1,0.6,0.6,0.08,0.6,7.2,c
SPECIAL K HIGH PROTEIN Cocoa Hazelnut Flavour,1610.1,14.0,3.1,21.0,0.26,6.3,64.0,a
Gelée de Coing,1018.0,59.0,0.1,0.2,0.0,1.0,59.0,d
Mini Original,1225.17,0.01,23.0,22.0,1.7,,0.01,d
Filets de Maquereaux Grillés au naturel,963.0,0.5,14.3,22.2,0.67,6.0,0.5,a
Tablette petit beurre au chocolat noir bio paquet de 150g,2127.0,33.0,25.0,7.2,0.46,3.1,61.0,e
Tartines bio à l'avoine,1622.2,0.1,3.7,8.3,0.625,6.1,76.2,b
Gourmand & Végétal Brassé citron,361.0,8.3,2.9,0.4,0.23,0.0,14.5,c
"Houmous lentille corail, patate douce & coriandre",925.0,2.9,16.0,5.5,0.81,,12.0,a
TOASTIE SOFT THICK WHITE,1017.3,2.9,2.0,9.1,0.95,2.1,45.4,c
"Smoothie mangue, fruit de la passion & pomme",213.6,10.0,0.0,0.0,0.0,1.2,12.0,e
Alvalle Gazpacho vert 1 L,145.0,2.3,1.7,1.1,0.4,0.8,3.3,a
NESTLE CHOKELLA Céréales - Boite de 350g,1748.0,25.3,9.3,6.8,0.67,5.4,73.2,d
perly choclet,465.0,,,7.4,,,3.9,unknown
Champiñones laminados en conserva,86.0,0.3,0.1,2.8,1.0,2.4,1.5,a
Lay's Potato Chips,2249.8,2.5,33.1,6.9,2.065,,53.4,e
Original Salted Peanuts,2560.2,5.1,51.0,30.0,1.18,8.5,5.6,c
Biscottes sans sucres ajoutés,1698.1,2.5,4.5,11.0,1.57,8.7,75.0,c
Fromage blanc Pêche Passion,290.5,3.2,0.5,12.3,0.14,,3.7,a
Levure de bière et sélénium,1338.0,0.80000001192093,2.7999999523163,47.900001525879,0.40000000596046,,12.800000190735,not-applicable
Pain 100% mie,1088.4,8.4,3.5,7.9,1.3,3.2,47.0,c
Poule vermicelles & petits légumes,80.1,0.2,0.1,1.2,0.72,0.2,3.2,c
Poêlée Champêtre,237.9,2.9,2.3,2.7,0.56,3.8,4.5,a
Baked Beans,349.0,4.1,0.4,4.4,0.53,3.7,13.5,a
Lait de coco briquette 200ml,733.0,1.5,18.0,1.9,0.03,1.2,1.5,d
iKaffe,255.0,3.4,3.0,1.1,0.00025,0.8,7.1,d
pain de mie tranché aux graines de lin et tournesol et à la farine de seigle,1246.0,4.2,9.6,12.0,0.98,7.2,37.0,a
Farmhouse Super Seeded Loaf,1237.0,4.9,9.6,11.2,0.9,5.8,37.9,b
Organic Almond Milk,106.7,0.2,2.2,0.9,0.0975,0.4,0.4,b
Thai Sweet Chilli Flavour Potato Crisps,2039.4,3.7,26.0,6.6,0.63,5.9,54.0,c
Irrigador +Protéinas Coco,256.5,5.2,0.5,8.3,0.0975,,5.7,a
Dahl de lentilles a l'indienne,270.0,1.5,1.5,3.5,0.86,2.4,8.0,b
Spaghetti Protein + Barilla 400g,1502.0,1.7,1.7,20.0,0.0,3.1,63.0,a
Yaourt Kéfir Activia,279.0,4.8,3.5,4.0,0.1,,4.8,c
Riz pour risotto,1494.0,0.2,0.9,7.4,0.01,1.1,78.0,b
Oikos Triple Zero Blended Greek Yogurt Vanilla,250.0,3.52941176470588,0.0,10.0,0.0001625,0.0,4.70588235294118,a
English Muffins,1067.2131147541,3.27868852459016,3.27868852459016,8.19672131147541,1.76803278688525,3.27868852459016,45.9016393442623,d
Creamy Peanut Butter,2615.15151515152,9.09090909090909,48.4848484848485,21.2121212121212,1.06060606060606,6.06060606060606,24.2424242424242,c
Tomato Purée,392.35,17.0,0.25,4.5,0.0975,2.2,17.0,b
Actimel gout fraise 100 g x 12,316.0,11.6,1.5,2.7,0.1,0.3,11.7,e
bio velouté de potiron & graines de courge,139.0,1.4,0.9,0.9,0.6,1.1,4.8,b
Boulettes de viande cuites kefta,928.0,1.0,14.0,14.0,0.7975,1.3,9.4,c
Krounchy too chocolat,1818.9,21.0,13.0,9.7,0.07,8.5,65.0,c
Weet-Bix,1478.78787878788,3.03030303030303,0.4,4.1,0.674242424242424,13.030303030303,65.7575757575758,b
Wholegrain Basmati & Wild Rice,565.6,0.08,2.64,3.12,0.024,3.04,23.28,b
MONTE REGALE,1435.0,4.3,1.9,13.0,0.0,,65.0,a
stick crackers extra spicy,1884.0,7.2,17.0,10.0,2.7,6.0,61.0,e
grec boire,406.0,8.0,3.5,2.1,0.0,,13.2,e
Multigrain Cheerios,1622.66666666667,17.666666666667,5.0,9.3333333333333,0.83333325,9.0,71.0,c
HERTA LE BON PARIS Jambon broche x4 - 140g,440.5,0.4,2.9,19.0,2.001,0.0,0.6,d
Magnum Vanille & Chocolat Classic,1287.0,27.0,19.0,3.3,0.13,,31.0,e
Muffins complet,1025.0,5.5,2.8,11.0,0.73,6.7,40.0,a
Smooth Peanut Butter No Added Palm Oil,2653.33333333333,0.7,51.3333333333333,28.6666666666667,0.0666666666666667,5.33333333333333,12.0,a
High protein vanille,229.0,2.6,0.5,9.2,0.1,,3.2,not-applicable
Lay’s saveur emmental,2112.0,3.3,28.0,6.4,0.65,5.0,55.0,c
Pain au seigle complet Vollkornbrot BIO - 500g,818.0,3.8,1.0,4.9,0.97,10.0,37.0,a
Good Grains Spanish Style Grains,778.0,1.2,5.9,4.2,0.54,4.6,26.6,b
seeded Bread,1057.0,4.1,3.7,11.7,0.96,6.4,39.4,c
Filets de Sardines,798.0,0.0,11.0,23.0,1.0,,0.0,b
MYRTILLE,902.0,49.0,0.5,0.5,0.05,,51.0,d
Pitted Ripe Olives,546.0,0.0,14.0,0.5,2.5,3.0,0.0,d
Farfalle qualité supérieure 500g,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Penne Rigate,1522.3,3.0,1.9,12.0,0.03,3.0,72.0,a
Cappelletti Jambon Cru,1188.0,3.6,7.0,13.0,0.84,3.5,40.0,c
Calendrier de l'avent au chocolat,2360.0,53.3,35.0,8.7,0.313,,53.5,e
Bocal 280 g Tomates séchées,763.0,8.3,13.3,3.7,4.54,6.6,9.3,e
Udon Soja & Sésame,654.9,3.0,1.0,5.5,1.0,1.8,30.0,c
Früchte Hafer-Müsli,1439.0,24.7,4.0,8.2,0.01,8.4,63.8,c
Granola Gros éclats de Chocolat,2127.0,32.0,28.0,6.9,1.2,4.1,55.0,e
Penne rigate qualité supérieure 500g,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
l'Ortolan Léger,804.0,0.5,10.0,25.0,1.3,,0.5,c
ياغورت,494.0,10.0,3.9,7.3,0.0,0.0,13.5,b
Vegemite Yeast Extract,729.0,2.4,0.9,25.9,8.39,8.4,11.1,d
Bran Flakes,1542.66666666667,14.0,2.33333333333333,11.0,0.658333333333333,17.0,66.6666666666667,b
Moong Dal,1991.0,0.0,20.93,21.31,0.975,7.52,50.66,c
Eau de coco,100.416666666667,4.16666666666667,0.416666666666667,0.0,0.109375,0.0,5.0,c
Mini burger vegetale agli spinaci,992.6,3.6,15.0,11.0,1.4,3.7,13.0,c
Bravo crem,1069.9,4.7,24.0,3.3,0.17,,7.4,d
CIABATTA ROLLS,1131.0,2.8,2.4,10.4,0.62,3.2,49.4,b
Purée 100% cacahuète,2638.0,2.5,52.0,27.0,0.02,8.7,11.0,a
Nocilla Chocoleche,2230.3,58.0,32.0,0.7,0.14,1.8,60.0,e
kefir PROTEIN original,271.24,3.52,0.2,12.0,0.098,,3.52,b
Magnum Glace Bâtonnet Amande 8x100ml,1384.0,28.0,20.0,4.6,0.14,1.1,32.0,e
Crunchy muesly chocolate,1730.0,2.0,13.0,11.0,0.01,21.6,51.0,a
Almond No Sugars,62.4,0.0,1.32,0.6,0.132,0.12,0.2,b
Pistaches grillées à sec,2531.0,9.0,50.0,25.0,0.8,8.6,11.0,c
Snickers Ice Cream New Recipe,1425.0,25.0,20.0,5.9,0.24,,34.0,e
Peanut Butter Spread,871.0,4.0,16.0,7.0,0.2,3.0,8.0,b
Pesto Sun-Dried Tomato,1221.4,3.9,27.0,4.1,1.18,2.3,7.9,d
Pulpe de tomates en dés,82.0,3.0,0.5,1.3,0.05,1.1,3.0,a
Fruits Mixés Abricot Goyave - Dessert Végétal,320.0,10.2,2.1,3.7,0.06,0.0,10.3,b
Confiture de Fraise Allégée en sucres,694.0,39.1,0.5,0.4,0.0,1.1,39.9,d
Chocos,1697.0,27.5,3.0,9.0,,7.0,81.0,unknown
Double concentré de tomates,407.0,14.0,0.2,4.2,0.5,,17.0,a
"Magnum Glace Bâtonnet Mini Classique, Amande & Chocolat Blanc 6x55ml",1370.0,28.0,20.0,3.4,0.12,,32.0,e
ice tops cola 1.5l,1.0,,0.0,0.0,,,0.0,unknown
Pétales o' choc,1581.0,20.0,3.6,9.3,0.4,7.7,72.0,c
Muesli - Pépites croustillantes au chocolat noir et noisettes grillées,1883.2,20.0,16.0,10.0,0.13,8.4,62.0,c
Pâte feuilletée sans gluten,1453.7,0.2,20.0,1.9,1.2,2.3,39.0,d
Sour Cream & Onion,2181.6,2.1,30.0,6.2,0.61,3.9,55.0,c
Le sans lactose,226.0,6.5,1.1,4.4,0.15,0.0,6.5,a
GINGEMBRE HIBISCUS,80.0,2.4,0.0,0.0,0.0,0.0,3.0,d
Granola au chocolat,1910.0,20.9,17.4,9.7,0.54,7.6,61.2,d
Stollen with Marzipan,1648.0,29.9,18.8,6.0,0.23,3.5,48.4,e
Flakes 3 Chocolats,1741.0,22.0,7.1,7.3,0.25,3.9,78.0,d
Aubergines cuisinées à la Provençal,344.0,5.6,5.2,1.2,0.76,2.2,6.7,a
"Petits suisses nature 9,2% 6x60g",550.0,3.4,9.2,9.0,0.09,0.0,3.9,c
Yaourt nature 4x125g,272.0,4.8,3.5,3.4,0.12,0.5,5.0,b
"Croc tofou chèvre, épinards et graines de pavot",711.7,0.8,10.0,14.0,1.1,5.1,3.7,b
Hachis Parmentier,571.0,1.4,5.7,7.7,0.62,0.8,13.0,c
"Cannelloni ricotta, épinards",583.3,2.8,6.5,6.6,0.5,1.2,13.0,c
10 Crêpes Jambon Emmental,537.0,2.6,2.8,6.8,0.8,1.6,18.0,c
Nature sur fruits,401.0,13.9,2.5,2.7,0.1,,14.5,c
Poudre de Thé Vert Matcha,1295.0,6.4,1.9,22.3,0.02,37.8,32.0,unknown
Thon entier Albacore au naturel,462.0,0.0,1.0,25.0,0.9825,0.0,0.0,a
Penne Rigate,1504.0,3.5,1.5,12.0,0.0,2.5,72.0,b
Brown rice cakes,1646.42857142857,0.0,3.57142857142857,7.14285714285714,6.46428571428571,7.14285714285714,78.5714285714286,e
Organic Swiss Vegetable Vegan Bouillon Powder,1033.4,4.6,2.2,5.9,29.6525,,50.1,unknown
Kimchi Ramen,1800.0,4.9,13.0,9.6,4.5,0.0,68.0,unknown
Mendiant de luxe,2817.0,65.0,0.6,2.4,0.13,,69.0,e
Comple,1028.0,3.0,2.9,9.41,1.1,5.8,42.0,b
Cashews roasted & salted,2575.3,5.7,48.8,21.3,0.8,4.2,22.0,c
Multi-Grain Hoops,1570.66666666667,14.0,3.33333333333333,10.6666666666667,0.558333333333333,12.3333333333333,68.6666666666667,a
"Purée de légumes verts (haricots verts, brocolis, petit pois)",166.5,1.9,0.5,3.6,0.01,3.2,3.6,a
Eis Mandel,1446.0,26.9,22.5,5.6,0.08,1.5,29.7,e
Croquants aux pépites de chocolat,1959.2,34.5,16.7,6.2,0.28,,72.7,e
Granola con Avena Mixed Berries,1895.55555555556,11.1111111111111,14.0,9.33333333333333,0.0,10.0,66.6666666666667,b
Falafels,1468.5,1.7,22.0,9.3,0.99,6.8,26.0,a
Chips artisanales,1922.1,0.0,19.0,8.7,0.6,6.4,60.0,b
Boisson amande gourmande,157.0,0.0,3.2,1.5,0.0,0.0,0.8,b
Soba Wok Style,810.0,2.8,8.5,4.2,1.2,,24.8,unknown
Le Yaourt Mandarine Citron Vert,413.0,14.0,2.6,3.5,0.28,,15.1,c
Penne au ble complet,1481.0,1.0,2.0,12.0,,6.0,72.0,unknown
Pommes noisettes,753.0,0.5,6.3,2.7,0.58,4.0,26.0,b
Wheat flour sourdough bread,959.91,1.5,1.0,8.43,,2.25,44.8,unknown
IAURT CREMOS în stil GRECESC,509.0,4.5,10.0,3.7,0.1,,4.5,c
peanut butter crunchy,2543.0,3.3,48.5,23.0,0.003,10.1,14.7,a
Yaourt nature 0%,153.3,4.5,0.1,4.3,0.13,0.0,4.5,a
Saveur Sour Cream & Onion,2064.0,5.0,24.5,3.9,1.3,3.4,61.7,d
soba noodles,1465.4,2.1,1.4,12.0,1.5,3.3,69.6,c
Tomates séchées au soleil,690.0,5.8,9.5,3.7,2.5,6.4,13.0,c
L'Ortolan Familial,1413.0,0.1,28.0,18.7,1.2,,0.22,d
"Parmigiano Reggiano AOP râpé lait cru 30%mg,60g",1671.0,0.0,30.0,32.0,1.6,0.0,0.0,d
Gourmand & végétal au lait de coco Brassé fraise,378.0,9.2,2.9,0.4,0.075,0.0,15.2,c
Soft White Farmhouse,1029.742388537,2.10772833723653,2.57611240725995,8.89929742154567,0.966042154566745,2.34192037470726,44.9648711943794,c
Chickpeas in water,530.0,0.0,2.2,7.2,0.025,7.4,23.4,a
Cinnamon & Raisin Bagels,1153.76470588235,10.3529411764706,2.11764705882353,9.17647058823529,0.567647058823529,5.17647058823529,51.6470588235294,c
Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x,1899.2,28.0,22.0,18.0,0.6975,3.9,44.0,not-applicable
Gnocchi di Patate,657.9,0.0,1.0,3.3,1.3,2.6,32.0,c
Amandino - Purée d'Amandes Grillées bio,2659.0,3.0,56.3,26.5,0.0,8.9,3.2,a
Chickpeas in water,618.166666666667,0.5,1.41666666666667,7.66666666666667,0.025,6.08333333333333,22.75,a
Extra Virgin Olive Oil,3389.2,0.0,91.6,0.0,0.0,0.0,0.0,b
Creamy yogurt strawberry,454.0,13.0,4.0,3.0,0.15,,15.0,c
NYC BAGELS Wholemeal,1055.0,6.4,1.9,10.7,0.78,6.2,44.9,a
Oat Milk,239.5,2.8,2.9,0.8,0.1175,0.8,6.6,c
Beyond Burger,820.8,0.6,12.0,16.0,0.7375,1.2,5.6,b
Gnocchi a poêler Lustucru - 1KG,801.0,1.5,2.7,5.0,1.1,2.6,35.0,c
Ciclamato y sacarina,3.4,0.0,0.0,0.0,3.0,,0.0,not-applicable
Magnum double gold caramel billionaire,1161.0,25.0,14.0,3.7,0.29,0.5,33.0,e
jaouda press up peche 1l,,12.0,0.0,0.3,5.1e-07,1.1,12.8,unknown
"Pomme sans sucres ajoutés**Conformément à la réglementation des purées, contient des sucres naturellement présents dans les fruits.",201.0,11.0,0.5,0.5,0.01,1.3,11.0,a
Allumettes Just au Four,675.0,0.5,4.5,2.5,0.4,3.0,26.0,b
Cookies & cream,2246.0,59.0,30.0,4.6,0.3,0.5,62.0,e
Organic Super Firm Tofu,552.5,0.3,7.7,14.1,0.0875,2.0,0.7,a
Nuit calme,4.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
Infusion framboise groseille,1.7,0.0,0.0,0.1,0.0,0.0,0.0,unknown
danonino,,,,,1.5,,,unknown
Spaghetti Blé complet,1525.0,3.0,2.0,13.0,0.0,6.0,70.0,a
Sprouted Rolled Oats,1681.73076923077,0.0,6.73076923076923,13.4615384615385,0.0,11.5384615384615,65.3846153846154,a
La tomme de brebis,1586.0,0.0,32.5,21.5,1.77,,0.0,d
Amandes grillées,2602.0,4.4,51.0,27.0,0.03,13.0,9.4,a
Huile d'olive vierge extra. Origine: Espagne.,3700.0,0.5,100.0,0.5,0.01,0.5,0.5,b
Macaroni qualité supérieure 500g,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Crunchy peanut butter,2470.0,5.9,46.0,30.0,0.01,8.5,12.0,a
Weetabix Protein,1558.0,4.75,2.5,19.0,0.25,10.0,62.5,a
Biscottes aux 6 céréales x36 - 300g,1663.0,5.6,7.2,12.0,1.6,6.7,67.0,c
kefir yogurt Madagascan vanilla,302.347826086957,6.17391304347826,1.73913043478261,5.30434782608696,0.180434782608696,,8.69565217391304,c
Coquillettes,1426.0,3.0,2.0,11.0,0.025,7.5,65.0,a
Whole Oat Drink,248.0,3.4,2.8,1.1,0.1,0.8,7.0,d
Flora Rica en Omega 3,2198.0,0.4,59.0,0.4,0.2,0.0,0.4,c
Multi-Vitamin,126.0,7.1,0.5,0.5,0.01,,7.1,d
Fruta y leche tropical sin azúcares añadidos,74.7,3.8,0.0,0.4,0.0,0.2,3.9,unknown
Granola aux fruit,1823.0,30.4,14.1,7.8,0.09,6.8,65.7,d
Chocolate Chip Oat Biscuit Breaks,1992.0,20.5,20.5,7.7,1.08,5.4,62.3,e
Danacol fruits panache 125 g x 8,205.0,6.0,0.5,4.3,0.18,4.3,6.3,a
Cassoulet Toulousain,603.4,0.6,7.7,9.5,0.72,3.9,7.4,c
Filets de thon au naturel,465.0,,0.9,25.4,,,0.0,unknown
Fromage Blanc au Lait de Brebis,352.0,3.0,4.0,7.0,0.1,,5.0,b
"Fromage blanc frais nature lait pasteurisé, 500g",314.0,4.3,3.2,7.2,0.09,0.5,4.3,b
Aiguillettes de poulet coupées rôties,513.7,0.5,1.6,26.0,0.88,0.5,0.5,a
Purée Amande Blanche,2771.3,4.7,58.5,25.8,0.05,7.0,6.6,a
Weetabix 72S 1362G,1530.66666666667,4.26666666666667,2.13333333333333,12.0,0.266666666666667,10.1333333333333,69.3333333333333,a
Agave Nectar,1248.0,66.11,0.0,0.0,0.0,,77.73,d
Sprite,11.5151515151515,4.54545454545455,0.0,0.0,0.0386363636363636,0.0,4.54545454545455,d
"Kefir, Mango and Passion Fruit",344.3,9.7,2.0,4.0,0.1075,,11.9,c
Petits Biscuits à la noisette,1940.0,21.0,14.0,6.9,1e-05,3.7,75.0,not-applicable
Natural strained Greek yogurt,571.6,3.2,10.7,6.0,0.000275,0.5,4.1,c
Really Nutty Granola,1892.0,14.6,17.4,11.9,0.03,6.4,58.5,b
Moutard a l'ancienne,704.7,2.2,11.5,8.42,7.0,,8.0,not-applicable
Lightly Sweetened Maple Berry Blend Cereal,2225.45454545455,23.6363636363636,27.2727272727273,10.9090909090909,0.363636363636364,9.09090909090909,56.3636363636364,d
Corn Flakes,1602.0,6.4,1.1,7.0,0.9825,2.6,84.9,c
Yaourt brebis Nature,408.9,2.9,7.1,5.7,0.12,,2.9,c
Avena molida,1616.0,1.0,7.1,12.2,0.0,10.0,69.9,a
"Petits Filou - Tub's, goût fraise, framboise et pêche",366.8,10.8,2.7,3.8,0.14,,11.9,e
TIBA TEMPEH ORIGINAL,907.3,0.2,8.0,22.0,0.02,6.5,10.9,a
Gluten Free Barista Oat Drink,193.1,2.6,0.9,0.3,0.1,,9.1,c
Protein Spread Peanut,2297.0,1.1,36.0,21.0,0.3,6.7,34.0,a
100% Whole Grain Rolled Oats Old Fashioned,1717.5,2.5,7.5,12.5,0.1,10.0,67.5,a
Mini Röstis de pomme de terre bio,602.9,1.9,7.5,2.2,0.54,2.0,16.0,c
Natural Jif Creamy Peanut Butter Spread,2639.39393939394,12.1212121212121,48.4848484848485,21.2121212121212,0.606060606060606,9.09090909090909,24.2424242424242,c
Skyr nature 0%nature,243.0,3.6,0.5,8.8,0.09,0.5,4.4,a
Avocados,795.0,0.5,19.5,1.9,0.05,3.4,1.9,a
MULTI-SEED FLATBREAD THINS,1751.99998378754,2.0999999046326,14.5,15.199999809265,0.89999997615814,,56.299999237061,c
Beurre de cacahuète,2390.0,3.7,50.0,25.0,1.0,7.4,10.0,c
Pain de mie complet,961.0,37.0,2.0,8.8,0.99,5.2,41.0,d
Chili végé à la mexicaine,412.6,1.6,1.4,5.0,0.6,2.6,15.0,a
Tofu rosso,966.0,2.6,16.0,17.0,1.9,,5.0,c
Honey Wheat Bread,1213.46153846154,7.69230769230769,1.92307692307692,11.5384615384615,1.15384615384615,3.84615384615385,53.8461538461538,c
ORIGINAL ANCIENT GRAIN GRANOLA,1860.0,20.0,16.6666666666667,10.0,1.125,6.66666666666667,60.0,e
La faisselle et son coulis de framboise,354.8,8.4,3.8,4.0,0.0,,8.6,c
Nature,2249.0,0.5,34.0,6.8,0.58,5.3,49.0,c
Emmental français râpé au lait cru,1626.0,0.0,30.0,29.0,0.5,1.1,0.8,c
"Dessert végétal, Fruits mixés (Mandarine-Citron Vert)",347.0,10.7,2.1,3.7,0.11,0.5,11.9,c
Saint-Agur,1493.0,0.5,33.0,16.0,2.2,,0.5,d
Escalope cordon bleu de dinde,814.0,1.4,9.0,13.0,1.2,2.0,16.0,c
TRESANA Nature,1122.1,2.7,27.8,2.8,0.35,,2.7,d
