product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
1664 blanc bière blanche sans alcool,121.0,3.8,0.0,0.4,0.01,0.0,6.7,not-applicable
Aceitunas partidas aliñadas estilo chupadedos,,,14.0,1.4,,,,unknown
Skyr Végétal Framboise Cassis,217.0,7.7,1.0,5.9,0.11,0.7,8.7,a
"Gratin de pâte, épinard, poireau et sauce au comté surgelé",657.0,0.5,9.2,5.3,0.59,1.7,13.0,c
Pétal'choco,1619.0,23.0,4.0,8.8,0.11,9.2,73.0,c
SRIRACHA HOT CHILI SAUCE,335.0,9.0,0.5,2.0,3.75,3.0,16.0,d
One Pot Meal Spanish Butter Bean Stew,381.222222222222,1.4,1.0,4.44444444444444,0.325555555555556,5.91111111111111,13.0222222222222,a
Boquerones Aliñados,1160.0,0.0,23.0,16.0,2.3,,0.0,d
Protein Granola Chocolate,1935.77777777778,16.8888888888889,17.3333333333333,18.0,0.194444444444444,6.44444444444444,55.1111111111111,c
Tofu basil Bio,537.1,0.5,7.5,13.0,0.9825,1.0,1.8,a
Energise Super smoothie,223.7,10.0,0.0,1.5,0.0,1.4,11.0,unknown
Wholemeal Pitta,1106.83333315333,2.5,1.33333333,10.0,0.483333333333333,7.16666666666667,48.83333333,a
Pain de table Maïs & Graines 260g,1280.0,3.0,8.1,12.0,0.83,3.5,44.0,b
Chips à  l'ancienne,2312.3,0.5,37.0,5.9,1.1,5.5,47.0,c
Pain de mie aux graines,1103.2,12.0,7.4,5.2,0.65,14.0,37.0,b
Naked Oven Chips,552.4,0.5,2.9,2.1,0.1375,2.3,23.0,b
REFRIED BEANS,360.0,0.5,0.5,5.3,1.21,5.5,12.2,c
"Mélange de légumes - Brocolis, choux-fleurs, jeunes carottes",124.9,2.1,0.4,2.2,0.04,2.5,3.1,a
Double Concentrate Apple & Blackcurrant Squash No Added Sugar,40.8000016212458,2.4000000953674,0.0,0.0,0.25,0.0,2.4000000953674,d
Couscous de légumes à l'orientale,115.0,1.8,0.7,1.2,0.55,1.6,3.3,a
stute no sugar added strawberry extra jam imp,641.0,2.4,0.2,0.4,0.02,0.0,59.0,b
Croissant com crema de cacau,2016.0,23.0,31.0,6.3,0.52,2.9,44.0,e
Napolina tomato puree double concentrate,373.0,15.6,0.4,4.5,0.35,2.3,15.6,c
Choko,2485.0,19.4,48.4,8.9,0.03,6.7,27.2,c
Crunchy Peanut Butter,2512.6,5.9,48.0,27.0,0.0,9.2,12.0,a
Schoko Müsli,1673.0,7.7,12.1,12.9,0.05,10.1,54.4,a
Coulommiers,1174.0,0.5,23.0,18.0,13.7675,0.0,1.0,e
Pâte à tartiner cacahuète caramélisée au chaudron,2588.0,18.0,46.0,21.0,0.4,4.5,29.0,c
Tofu à cuisiner aux herbes de Provence,618.0,0.7,9.0,15.0,0.62,1.2,1.2,a
Maggi 140g,1609.0,1.85714,12.57143,5.7,2500.0,,59.57143,unknown
Caballa Del Sur En Aceite De Oliva,1278.0,0.5,26.0,18.0,0.89,,0.6,d
Purée cacahuète,2582.0,5.9,48.8,28.0,0.03,7.6,12.8,a
Coconut Milk,623.0,1.6,14.8,1.3,0.05,0.5,2.7,e
Plain Whole Milk Yogurt,292.352941176471,3.52941176470588,4.11764705882353,3.52941176470588,0.125,0.0,4.70588235294118,b
Jalapeños,48.3,0.3,0.1,0.6,2.0,0.9,1.6,not-applicable
Organic Creamy Almond Butter,2706.25,3.125,53.125,18.75,0.0,6.25,21.875,a
Organic Quinoa,526.136363636364,1.51515151515152,1.89393939393939,4.54545454545455,0.0,2.27272727272727,21.2121212121212,b
green lentils in water,346.0,0.0,0.6,6.1,0.03,4.4,10.9,b
"Spicy tomato, lentil and red pepper soup",272.0,3.6,1.3,3.7,0.5,1.8,8.8,a
Peanut Butter Spread,2821.875,6.25,56.25,21.875,0.1953125,6.25,18.75,b
Candied peanuts,2311.0,37.4,35.8,16.9,0.02,6.8,39.8,d
Peanut butter 100%,2601.2,5.3,51.3,25.8,0.0,8.2,11.7,a
Activia fruits 125 g x 4 poire,390.0,11.5,3.3,3.3,0.12,,12.3,c
Huile de colza Bouteille 1L,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Tartines croustillantes à l'avoine sans gluten 230g,1631.0,1.8,8.3,7.2,2.3,7.8,67.0,c
Boisson végétale au soja calcium 1l,158.0,2.6,1.4,3.2,0.04,0.5,2.8,b
Le chocolat,952.0,24.0,11.0,5.0,0.09,2.0,27.0,d
Crème fraîche épaisse Entière,1200.0,2.9,30.0,2.4,0.07,0.5,2.9,d
sojasun nature,161.9,0.0,2.4,4.3,0.1,0.0,0.0,a
Confiture myrtille sauvage,716.0,41.0,0.0,0.0,0.12,2.4,41.0,d
Pomme sans sucre ajoutés,255.0,11.0,0.6,0.0,0.0,1.3,12.0,a
Pommes Noisettes,795.0,1.2,7.6,2.5,1.0,1.5,27.0,c
Double concentré de tomates Tube,386.0,15.0,1.0,4.8,1.0,2.3,15.0,c
Burrata di Bufala,1159.0,0.7,27.0,8.6,0.56,,0.8,d
Hazelnuts shelled,2781.0,3.9,63.0,16.0,0.0,7.7,6.0,a
Trail Mix Salzig-Fruchtig,1980.0,33.0,25.0,10.0,0.41,0.0,47.0,e
Tasty Wholemeal Sliced Wholemeal Bread,933.793103448276,4.13793103448276,1.72413793103448,10.0,3.10344827586207,6.89655172413793,37.9310344827586,d
Fully Roasted Smooth Peanut Butter,2529.33333333333,5.33333333333333,47.3333333333333,26.0,0.0,8.0,16.0,a
Extra Virgin Olive Oil,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Fruit & Nut Granola,1815.0,16.0,12.9,10.6,0.03,7.2,64.7,b
Vegan Basil Pesto,1414.0,1.2,32.0,2.8,1.2,2.4,9.6,d
MIX C TORTE E BISCOTTI,1474.0,0.2,0.2,3.6,0.01,2.5,82.0,c
PAN RUSTICO,956.0,6.3,2.4,3.8,1.0,6.7,44.0,b
Leche Entera,264.1,4.6,3.6,3.1,,,4.6,unknown
Pindakaas,2687.0,4.6,55.8,23.6,0.55,5.4,11.0,b
Granola bio 2 chocolats amandes,1843.6,20.0,16.0,10.0,0.02,7.7,60.0,d
Yaourt à la grecque,406.2,3.1,7.9,2.9,0.12,,3.8,c
Plain Awesome Organic Bagels,1276.84210526316,7.36842105263158,3.15789473684211,10.5263157894737,1.21052631578947,6.31578947368421,54.7368421052632,c
Le Sfoglie,2156.66666666667,20.0,30.0,6.66666666666667,0.791666666666667,3.33333333333333,53.3333333333333,unknown
Lait avoine amande,218.0,3.3,2.8,1.1,0.1,,5.6,c
Passionfruit & Mango Mochi Ice Cream,1010.9375,21.875,9.375,1.5625,0.3125,,37.5,d
Crispy Hash Browns,687.5,0.5,7.4,2.3,0.6975,2.2,21.0,c
MALTED WHEATIES,1558.0,10.0,1.8,10.0,0.43,10.0,73.0,a
Apple & Cinnamon Granola,1666.66666666667,9.5,14.1666666666667,10.8333333333333,0.0333333333333333,14.6666666666667,64.5,a
Emmental français pasteurisé râpé 29%,1541.0,0.5,29.0,27.0,0.7,0.0,0.5,c
Rice Noodles,1516.0,0.1,1.3,7.5,0.14,1.8,78.0,b
Sliced Malt Loaf,1297.5,16.0,1.8,7.9,0.5,3.2,63.0,c
Coconut,139.3,3.0,1.1,0.5,0.13,,5.3,c
Greek style natural yoghurt,518.0,4.4,10.0,4.1,0.1,,4.6,c
"Dried prunes, pitted and ready to eat",712.0,36.5,0.3,2.3,0.01,5.2,36.5,c
Pickel,837.0,3.26,11.3,3.39,10.89715,,21.3,e
Délice de Poireaux Noix de St Jacques,231.2,1.1,2.7,1.9,0.68,0.9,5.4,c
Green Machine Super Smoothie,170.0,8.8,0.0,0.0,0.0,0.0,10.0,c
Pringles paprika 175 gr,2164.2,3.9,29.0,6.4,1.4,3.8,56.0,d
Dessert végétal au sarrasin occitan chocolat noisette,619.0,10.0,7.8,2.6,0.02,1.7,16.0,b
Dessert noir,2111.9,52.0,28.0,4.9,0.01,7.2,55.0,e
Frooti,271.0,15.5,0.0,0.0,0.0525,,16.2,e
Kefir Yogurt,311.5,4.3,4.1,5.1,0.14,,4.3,c
Räucher-Tofu,786.2,0.6,10.6,20.7,1.2,2.5,1.3,b
Amandes grillées,2535.3,3.4,53.0,25.0,0.01,9.1,4.5,a
Baguette graines et céréales,1258.9,0.8,4.5,10.0,1.3,4.8,52.0,c
Kefir vanilla,247.72,4.24,2.56,3.08,0.087,,5.92,b
Pain tacos,1384.0,3.0,8.9,7.2,2.2,3.0,57.1,not-applicable
Cereal,1719.58333333333,0.625,11.4583333333333,38.125,0.942708333333333,8.33333333333333,34.1666666666667,a
Pik&amp;croq,1177.0,5.5,13.0,10.5,1.3,10.5,25.5,c
Vanilla Yogurt,316.0,11.8,0.5,4.5,0.4,0.0,13.0,c
Vegane Pommersche Apfel und Zwieben,908.0,4.5,16.0,6.8,2.0,6.1,8.9,c
Fanta portocale 2l,183.0,10.5,0.0,0.0,0.0,0.0,10.5,e
Croustis Original Brocolis 305g,673.0,1.7,9.1,4.7,0.83,2.3,14.0,c
Peanuts creamy,2656.8,4.9,55.0,23.0,0.59,7.6,10.0,c
Carottes râpées 250g,125.0,3.3,0.0,0.6,0.06,2.9,4.4,a
Bueno Eis,1475.8,23.7,20.4,6.6,0.334,1.3,35.2,e
BLUEBERRY,286.2,6.0,0.2,10.0,0.00010875,,6.4,a
Crousti' Fourrées - Tout Chocolat & Spiruline,1781.9,16.0,14.0,8.9,0.1,5.2,63.0,c
WHOLEGRAIN RICE,648.72,0.24,1.44,3.92,0.08,1.84,30.24,b
CRISP BREAD Blackpepper,1454.0,2.5,1.6,8.8,0.56,14.5,66.6,a
Picos,1758.0,2.6,6.2,11.2,2.0,2.2,77.7,d
Thon entier au naturel,479.0,0.5,1.0,26.0,1.0,0.5,0.5,a
Aprikosenmarmelade,937.0,52.0,0.1,0.5,3e-05,1.3,53.1,d
Tagliatelle les créatives,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Fiocchi di frumento integrale,1509.0,14.0,2.2,11.0,0.69,17.0,65.0,b
Mandelmus braun,2607.0,4.4,53.0,25.0,2.5e-05,13.0,4.9,a
Spaghetti integral,1460.0,3.7,2.4,13.5,0.01,10.0,62.0,a
L'Emmental Français,1566.0,2.0,29.0,27.0,0.7,,2.0,c
Original Sourdough Crispbread,1552.0,4.0,2.8,13.0,1.6,8.1,69.0,c
Forme & chocolat noir,1708.4,18.0,6.1,8.3,0.72,6.2,76.0,d
Muesli croustillant cacao,1922.6,18.0,12.0,9.4,0.01,7.6,74.0,c
Wraps Blé Nature,1309.7,5.1,6.3,7.4,1.16,2.4,54.8,c
Yaourt Grec Nature,557.0,4.0,10.0,7.0,0.0875,,4.0,unknown
Gnocchi a poeler extra jambon fromage lustucru 300g,924.0,2.06,7.13,8.08,1.37,1.7,29.6,d
bio mirtilli lidl,644.3,35.7,0.2,0.4,0.03,2.9,35.7,c
Organic Bagels EPIC Everything,1393.68421052632,6.31578947368421,6.31578947368421,13.6842105263158,1.02631578947368,6.31578947368421,51.5789473684211,c
Natural Peanut Butter Creamy,2721.875,6.25,50.0,25.0,0.859375,9.375,21.875,c
Smooth Peanut Butter,2820.0,6.66666666666667,53.3333333333333,20.0,1.0,6.66666666666667,26.6666666666667,c
Super Extra-Large Peanuts,2650.0,5.0,49.0,25.0,0.9875,9.0,20.0,b
Pavés de saumon Rose du Pacifique,354.1,0.0,1.3,18.0,0.12,0.0,0.0,a
Polenta pronta,279.5,1.0,0.8,1.7,0.905,,13.0,c
Levure de boulangerie,398.1,3.7,1.8,15.0,0.0,0.0,4.5,not-applicable
Boursin® Figue & 3 Noix,1697.0,5.0,38.5,8.0,1.0,,5.0,d
Tartines de pain - blé complet - Bio,1619.0,2.8,4.6,12.0,1.5,9.0,69.0,c
Muesli crisp chocolat au lait,1888.1,18.6,17.2,9.2,0.29,10.9,59.3,c
Amandes décortiquées,2565.2,3.4,53.0,26.0,0.02,12.2,3.8,a
Dessert Figues,340.0,10.5,2.1,3.7,0.08,2.0,10.8,c
Tartines craquantes oignon,1572.0,1.8,1.4,9.0,1.4,3.0,79.0,c
Amandes,2554.0,3.7,52.0,26.0,0.03,12.0,4.8,a
Coquillettes,1474.0,3.3,1.5,12.0,0.03,3.5,70.0,a
Légumes Pour Couscous,154.0,2.6,0.8,1.2,0.95,2.1,5.1,a
Quinoa & Boulgour Duo céréale et graines,1497.0,0.9,4.9,14.0,0.01,9.6,59.0,a
"Hummus , Natur",1371.0,1.0,29.0,6.4,1.5,,9.0,c
Batchelors : Mushy Original,369.0,1.4,0.4,5.9,0.45,3.9,13.1,c
Chopped Tomatoes in a Rich Tomato Juice,99.0,3.6,0.2,1.3,0.0975,1.0,3.6,a
Smoky Ham Free Slices,420.0,0.3,2.5,13.5,1.7,8.5,1.7,a
Lemon Curd,489.7,14.0,4.0,4.1,0.12,,16.0,c
The Original Whole Wheat Bread,941.666666666667,1.66666666666667,1.11111111111111,8.05555555555556,1.30555555555556,6.38888888888889,41.6666666666667,b
Aceite de Oliva Virgen  VISIT,3367.0,0.0,91.4,0.0,0.0,,0.0,b
Coconut Milk,755.91,2.22,18.9,1.11,0.04,0.0,2.22,e
BARISTA OAT,194.7,3.25,2.0,0.25,0.10375,,6.85,c
Preda Fair Trade Dried Mango Slices,1447.7,38.3,0.9,1.7,0.02,,81.5,d
Brown Rice Cakes with 7 seeds,1582.8,0.5,3.9,10.5,0.7875,4.5,72.0,b
Soya Drink Unsweetened,115.0,0.3,1.3,3.0,0.125,0.5,0.7,b
Multigrain Bloomer,1034.22222222222,2.66666666666667,1.77777777777778,10.2222222222222,0.811111111111111,4.88888888888889,44.4444444444444,b
Deli Reform Original,2590.0,0.0,70.0,0.0,0.2,0.0,0.0,c
Organic baked beans,398.6,3.8,0.3,5.1,0.6775,3.6,16.0,a
Serek Wiejski wysokobiałkowy,390.0,2.0,3.0,14.0,0.0006875,,2.4,a
Céréales fourrées goût choco noisette,1939.2,28.3,17.4,6.9,0.6,5.1,66.9,d
Red Kidney Beans in Water,468.0,0.7,0.8,7.7,0.01,9.6,13.5,a
Harvest Morn Corn Flakes,1645.0,6.3,1.2,7.6,0.56,1.8,85.7,c
L'Atelier Poisson Colin d'Alaska Herbes & Pointe d'Ail,868.6,0.5,10.0,14.0,0.86,0.7,15.0,b
Torsodes,1502.0,1.6,2.0,12.0,,,72.0,unknown
Original Breadsticks,1700.0,3.0,8.4,10.0,1.7,3.7,70.4,d
Very Berry Granola,1759.774,16.074,11.28,10.904,0.03008,7.802,64.39,b
Ultimate Granola Organic,1975.2,13.0,21.0,11.0,0.02,7.4,56.0,b
Mijoté lentilles et lait de coco,376.0,6.1,4.0,3.4,0.5,3.0,8.6,a
Confiture Cerise Intense,695.1,39.0,0.2,0.7,0.0,1.6,39.0,d
Ready Salted Grab Bag Crisps,2162.22222222222,0.444444444444444,31.1111111111111,6.44444444444444,1.33333333333333,4.0,53.3333333333333,d
Skyr Fraise avec morceaux de chocolat blanc,377.0,3.6,4.4,8.5,0.14,,4.1,b
Pitch,1616.2,16.0,16.0,7.8,0.92,5.2,50.0,d
Sardines sans arêtes au naturel,781.0,0.0,11.0,22.0,0.9,,0.0,b
Velouté de potiron BIO,118.9,2.1,0.7,0.5,0.61,1.0,4.5,c
Confitura extra de frutos rojos,1045.0,58.7,0.2,0.5,0.01,2.0,58.9,d
Petales riz blé orge avoine et miel,1614.0,16.0,3.1,9.2,0.65,8.5,75.0,c
Organic Almondmilk Unsweetened,106.0,0.0,2.11337853145553,0.84535141258221,0.147936497201887,0.422675706291105,0.84535141258221,b
Like Chicken,435.0,0.0,1.7,18.0,1.8,5.9,1.1,a
Skyr citron,315.0,9.0,0.1,8.7,0.08,,9.6,a
Planta Fin léger,1459.0,0.5,39.0,0.5,0.31,,1.1,c
100% peanut butter crunchy,2507.0,5.9,47.7,27.2,0.0,9.2,12.2,a
Pasas sultanas,1273.0,67.7,0.6,2.5,0.05,5.2,68.6,d
PEANUT BUTTER,2590.625,9.375,50.0,21.875,1.171875,6.25,18.75,c
Pain de seigle complet Epeautre et épeautre vert,843.0,3.2,1.7,5.3,1.2,9.7,36.0,a
Fancy Whole Cashews with Sea Salt,710.0,2.0,13.0,5.0,0.2125,1.0,8.0,b
Sardines in Sunflower Oil skinless and boneless,816.3,,10.3,25.6,1.18,,0.0,unknown
Nutritional Yeast,1763.0,,4.0,50.0,0.05,17.0,37.0,not-applicable
Le Yaourt fraises,368.0,12.3,2.4,3.4,0.13,,12.9,c
Le bouillon légumes,800.0,6.5,2.0,6.7,30.0,15.0,38.0,unknown
STRAWBERRY FAT FREE ICELANDIC STYLE YOGURT,279.4,6.8,0.2,8.5,0.1175,0.0,7.5,a
Mélange de céréales et légumes secs étui de 500g,1560.0,3.1,5.7,18.0,0.01,9.0,56.0,a
POM'POTES Compotes Gourdes Multivariétés Les Inédits 12x90g,231.0,10.0,0.5,0.5,0.01,1.2,12.0,a
Poêlée de légumes grillés,245.2,4.5,2.9,1.4,0.32,3.0,5.3,a
Salade a la catalane,642.727272727273,,7.27272727272727,8.18181818181818,0.852272727272727,2.27272727272727,12.7272727272727,unknown
ALMONDMILK,61.8322737999999,0.0,1.25194483333333,0.41698635,0.145833333333333,0.166597383333333,0.41698635,b
Petits pois Carottes HVE Bien cultivés d'aucy 250g,244.0,3.0,0.0,4.0,0.5,4.3,8.3,a
Fiocchi di Latte,419.0,1.0,6.0,9.8,0.8,,1.6,c
Huile d'olive vierge extra,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
FAGE TOTAL,389.8,3.0,5.0,9.0,0.1,0.1,3.0,b
Family Farm Raspberry,416.6,11.1,4.0,4.7,0.18,0.0,11.1,c
Granola superberry,1851.9,13.9,15.0,10.2,0.01,7.2,62.7,b
Yokitos,2071.0,6.9,22.0,5.8,1.7,,68.1,e
Country Crisp - Chunky Nuts,1943.33333333333,17.5555555555556,19.7777777777778,10.6666666666667,,6.0,57.7777777777778,unknown
Bífidus Probióticos cremoso coco,358.88,9.6,3.12,4.72,0.158,,9.6,c
Tasty Food In A Bottle Saveur vanille,418.0,4.6,4.6,7.0,,1.7,6.8,not-applicable
Plain Bagels,1213.52941176471,7.05882352941176,1.76470588235294,10.5882352941176,1.32352941176471,3.52941176470588,55.2941176470588,c
Green Beans in Tomato Sauce,377.7,2.6,7.0,1.7,1.59,2.3,4.2,c
Lay's saveur spicy,2106.0,3.6,28.0,6.3,0.78,4.3,54.0,d
POM'POTES Compotes Gourdes Pomme Nature 4x90g,281.0,13.0,0.5,0.5,0.01,1.1,15.0,a
velouté de cresson,137.8,0.4,0.7,0.8,0.7,0.6,5.5,c
Macaroni,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Kiri chevre doux - 8b,1408.0,2.0,33.0,9.0,1.5,0.0,2.0,d
Lentilles façon Petit Salé 4/4,264.0,0.4,0.3,4.9,0.86,3.3,8.4,b
Bifidus nature 4x125g,286.0,4.1,3.5,3.7,0.1,0.0,4.8,b
Pommes Frites au four 9/9 750g,534.0,0.5,3.0,2.1,0.43,3.3,21.2,b
Bicarbonate alimentaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-applicable
"Filets de sardines à l'huile d'olive vierge extra boîte de 1/6, 100g",835.0,0.5,12.0,23.0,0.9,0.5,0.5,b
Brandade de morue,615.0,0.5,8.3,9.3,1.05,,8.4,c
Dessert au soja  Vanille  Bourbon,341.0,10.4,1.7,3.1,0.15,0.3,13.1,c
Thon Entier Albacore au Naturel,484.2,0.0,1.6,25.0,1.2,0.0,0.0,a
WRAP Poulet rôti Crudités,1072.0,1.5,11.0,8.2,1.1,1.9,30.0,c
Lardons Fumés,1046.0,0.7,20.0,17.0,2.4,,1.0,e
Thon entier au naturel,498.0,0.0,1.5,26.0,1.2,0.5,0.0,a
"Spécial burger Cheddar, 10 Tranches",978.0,6.0,17.0,13.0,2.7,0.0,7.5,e
Tofu natur,508.0,0.5,6.7,14.0,0.01,,1.3,a
Rouleaux printaniers thai,607.0,3.7,3.4,4.7,1.1,3.0,22.0,c
Étoiles bonne humeur,1047.0,1.4,14.0,6.6,1.52,3.6,24.0,c
Tahin Sesammus,2567.9,0.5,55.0,21.0,0.01,12.0,4.7,a
Smooth Peanut Butter,2620.0,6.0,51.7,24.5,0.9825,7.0,13.8,c
Utterly Butterly Spread imp,1559.1,0.2,42.0,0.1,3.325,,0.2,e
Beet It Organic Beetroot Juice 1 Litre,142.8,6.8,0.0,0.8,0.08,,7.6,b
Peanut butter,2590.2,5.0,49.0,28.0,5e-05,7.9,14.0,a
Smooth Peanut Butter,2518.2,6.6,49.0,27.0,0.4425,7.4,11.0,a
Salt and Vinegar Flavour Potato Crisps,2116.4,0.4,29.6,6.0,0.59,4.4,52.0,c
Pajaritas con vegetales,1550.0,3.1,1.5,13.0,0.03,4.2,68.0,a
gold,1603.9,29.9,1.6,5.6,0.84,4.6,83.1,d
Marmite Reduced Salt,1174.5,0.6,0.5,39.0,6.1,,29.0,e
frubes,384.0,10.8,2.7,3.7,0.15,,12.0,e
Roasted & Salted Peanuts,2671.6,4.5,53.4,28.6,0.885,5.8,9.6,c
Oliwa z oliwek,3404.0,0.0,92.0,0.0,0.0,,0.0,b
Ravioles du dauphiné IGP,1204.0,1.7,12.0,14.0,1.7,1.5,30.0,d
Dazzling Dates,1123.0,58.0,0.666666666666667,2.33333333333333,,7.66666666666667,58.6666666666667,unknown
Margarina,1411.1,0.01,38.0,0.2,0.4925,,0.1,c
SKYR Heidelbeere,240.0,4.1,0.2,8.9,0.1,0.0,4.6,a
Belgian Chocolate Ice Cream,1275.0,25.2,19.9,4.5,0.11,2.4,25.9,e
5 Sliced White Bagels,1097.7,6.4,1.7,10.6,0.002,2.7,49.0,a
Multiseed Batch,1103.2,3.0,4.6,9.8,0.92,4.0,43.2,b
WHITE TORTILLA WRAPS,1200.0,3.44262295081967,4.42622951,7.70491803278689,0.983606557377049,2.78688524590164,52.6229508196721,c
La tisane digestion,4.0,0.0,0.0,0.0,0.0,,0.0,unknown
Smooth Almond Butter,2384.0,5.1,52.3,20.9,0.4,10.9,5.9,a
Tortilla Original,1277.4,2.0,4.9,8.3,1.3775,2.5,55.0,c
Oat Milk,218.333333333333,2.91666666666667,2.08333333333333,1.25,0.0989583333333333,0.833333333333333,6.66666666666667,c
Epic Mature cheddar flavour,1250.66666666667,0.333333333333333,24.0,1.33333333333333,72.125,,20.0,e
Toastie,1017.6,3.8,1.4,8.4,2.1,3.0,47.0,d
Légumes pour couscous recette à l'orientale - Boîte 800g,115.0,1.8,0.7,1.2,0.55,1.6,3.3,a
Kettle Cooked Potato Chips,2064.28566,0.0,21.42857,7.14286,1.11518,7.14286,64.28571,c
Finn Crisp Snacks,1671.0,3.4,12.0,9.2,1.4,17.0,55.0,c
WHOLEMEAL BREAD,973.25,3.75,1.75,10.25,0.8125,6.25,40.25,a
Millet & Brown Rice Ramen Noodles,1515.71428571429,0.0,4.28571428571429,11.4285714285714,0.0,5.71428571428571,65.7142857142857,a
Mix energy fruit jellies x12,1418.0,66.0,0.5,0.5,0.48,0.0,82.0,d
dark chocolate coconut minis,2193.33333333333,20.0,33.3333333333333,0.0,0.0,6.66666666666667,53.3333333333333,d
Mango chutney,1020.7,52.7,0.0,0.2,0.00615,0.3,59.7,d
ChocoMix,2253.0,59.0,31.0,4.2,0.14,1.8,60.0,e
Oîkos à la grecque nature,494.1,4.0,10.0,3.3,0.12,0.0,4.0,c
Kombucha Pêche Sureau Non Pasteurisé,68.0,3.2,0.0,0.0,0.0,0.0,3.5,c
Seeded Tortilla Wraps,753.0,1.4,3.4,5.4999999988,0.46,3.4,29.8,b
Muesli croustillant pommes cassis,1700.3,7.2,8.9,13.0,0.1,12.0,62.0,a
Epinards haches bio,284.0,0.8,3.8,2.8,0.57,2.0,4.7,b
Trident peppermint flavor,2874.0,0.0,65.0,5.0,0.25,0.0,25.0,not-applicable
"Coquillettes façon Risotto, jambon fumé",613.3,1.5,5.2,8.1,0.53,1.4,16.0,c
Girasoli au pesto,1157.0,0.5,12.0,10.0,1.2,3.3,31.0,c
Chips saveur paprika fumé,2125.0,2.5,33.0,5.9,1.3,4.6,46.0,d
Baked Sea Salt,1841.0,5.4,13.0,5.9,0.85,6.3,73.0,c
Sammy's Whole Grain Super Sandwich,1013.15789473684,3.15789473684211,3.15789473684211,8.68421052631579,1.0,6.57894736842105,42.1052631578947,a
Petit fromage frais,364.0,4.1,3.8,9.0,0.13,0.5,4.1,b
Frites côté burger,631.5,0.5,4.0,2.5,0.4,2.0,25.0,b
Emmental Le Moelleux,1555.0,0.1,31.0,24.0,1.8,0.0,0.1,d
Ail & Fines Herbes,1435.0,2.3,34.5,7.0,1.1,,2.3,d
raspberry,318.2,6.9,1.8,5.4,0.18,,9.4,b
Fromage Fouetté,1086.9,3.6,24.0,6.0,1.1,0.0,5.7,d
Grano high fibre seeded,1844.6,5.8,15.7,11.9,0.03,9.0,58.2,a
Pipas girasol tostadas gigantes 0% sal añadida,2631.0,4.0,53.7,28.7,0.0,8.0,5.5,a
Wholegrain,697.6,0.5,2.5,3.7,,1.9,31.0,unknown
Natural Strained Greek Yogurt,544.8,2.9,9.9,5.9,,,4.6,unknown
Granola nuts & seeds,2072.0,12.0,33.0,22.0,0.0,11.0,20.0,c
Biscuits avoine fourrés chocolat,2102.8,38.0,24.0,6.2,0.78,4.8,63.0,e
Burrata aux lait de bufflonne et de vache,1164.0,1.0,26.0,10.0,,,1.0,unknown
Tasty Summer Fruits,75.0,4.3,0.0,0.0,0.0,0.0,4.3,c
Nescafe Classic Instant coffee,2510.0,,,100.0,,,100.0,unknown
Houmous,1118.0,0.4,21.0,6.8,0.875,5.6,10.6,c
Oatmeal Squares,1785.16285714286,14.3,4.46,12.5,0.9375,8.93035714285714,78.6,c
Fromage blanc au lait demi écrémé nature,287.8,4.0,3.0,6.4,0.13,0.0,4.0,a
Vanilla Almond Crisp Granola,2019.23076923077,13.4615384615385,15.3846153846154,11.5384615384615,0.721153846153846,9.61538461538461,69.2307692307692,c
Activia with Real Pieces of Strawberry,372.173913043478,11.304347826087,2.78260869565217,3.47826086956522,0.130434782608696,,12.1739130434783,c
Oats & Honey Granola with Toasted Coconut,1664.96,16.7,8.33,6.67,0.125,6.67,70.0,c
Greek Style Natural Yogurt,379.3,4.6,6.3,4.0,0.0975,,4.6,c
Magnum Glace Bâtonnet Deluxe Caramel 4x85ml,1210.0,26.0,17.0,2.9,0.19,1.4,30.0,e
تيب توب,1016.65,,19.3,11.65,0.33,0.0,5.73,unknown
Feta,1189.0,0.2,24.6,16.2,1.9675,,0.2,d
6 Carb Lite Wraps,1063.8,1.6,6.4,13.8,1.0,12.0,29.2,a
Emmental râpé,1549.0,0.0,29.0,27.0,0.7,0.0,1.0,c
thon,496.0,0.0,1.0,27.0,1.0,0.0,0.0,a
Albacore Wild Tuna,525.352112676056,0.0,3.52112676056338,23.2394366197183,0.0792253521126761,0.0,0.0,a
malai paneer fresh,1305.0,4.0,24.0,20.0,0.024,,4.0,c
Almond Butter + Puffed Quinoa Dark Chocolate,2467.4,27.0,44.0,10.0,0.1075,9.3,35.0,e
POWERSEED ORGANIC BREAD,1183.33333333333,2.38095238095238,4.76190476190476,11.9047619047619,0.773809523809524,9.52380952380952,42.8571428571429,a
Poelée légumes et céréales 600g,326.0,2.5,1.7,2.3,0.41,2.6,12.0,b
Fried onions with bacon flavour,2388.0,9.1,41.0,6.0,1.8,4.7,43.0,e
Ail semoule,1391.0,2.4,0.7,16.6,,,63.7,unknown
Special K Granola mixed berries,1895.0,11.0,14.0,9.3,0.01,10.0,67.0,b
